address,price,details
"3170 Mission Hill Dr, Mississauga, ON L5M 0B2","C$2,100,000",5 bds6 ba- House for sale
"145 Hillcrest Ave UNIT 506, Mississauga, ON L5B 3Z1","C$499,000",2 bds1 ba- Condo for sale
"4314 Mayflower Dr, Mississauga, ON L5R 1T7","C$1,200,000",3 bds4 ba- House for sale
"1253 N Service Rd, Mississauga, ON L4Y 1A8","C$1,199,900",3 bds2 ba- House for sale
"4085 Parkside Village Dr PENTHOUSE 1, Mississauga, ON L5B 0K2","C$950,000",3 bds2 ba- Condo for sale
"364 Fiona Ter, Mississauga, ON L5A 3E6","C$1,199,000","3 bds-- ba2,292 sqft- House for sale"
"55 Eglinton Ave W #2003, Mississauga, ON L5R 0E4","C$519,000",1 bd1 ba- Condo for sale
"1 Elm Dr #104, Mississauga, ON L5B 4M1","C$625,000",2 bds2 ba- Condo for sale
"680 Atwater Ave #6, Mississauga, ON L5G 0B6","C$610,000",2 bds1 ba726 sqft- Townhouse for sale
"1525 Royal Oaks Rd, Mississauga, ON L5H 3R6","C$2,499,000","6 bds4 ba4,110 sqft- House for sale"
"1484 Torrington Dr W #57, Mississauga, ON L5V 1Y2","C$799,999",3 bds3 ba- Townhouse for sale
"176 Maplewood Rd, Mississauga, ON L5G 2M6","C$2,599,000",3 bds3 ba- House for sale
"3895 Doug Leavens Blvd #3, Mississauga, ON L5N 7G1","C$649,000",2 bds2 ba- Townhouse for sale
"4869 Half Moon Grv #30, Mississauga, ON L5M 8C8","C$689,000",2 bds3 ba- Townhouse for sale
"2315 Bromsgrove Rd #57, Mississauga, ON L5J 4A6","C$699,000",4 bds2 ba- Townhouse for sale
"3209 Sir Johns Homestead, Mississauga, ON L5L 2N7","C$1,349,000",5 bds4 ba- House for sale
"2485 Spruce Needle Dr, Mississauga, ON L5L 1M5","C$859,000",3 bds4 ba- House for sale
"5659 Glen Erin Dr #17, Mississauga, ON L5M 5P2","C$679,000","3 bds2 ba1,151 sqft- Townhouse for sale"
"1359 Martley Dr, Mississauga, ON L5H 1P1","C$3,488,800",4 bds6 ba- House for sale
"1537 Portsmouth Pl, Mississauga, ON L5M 7W1","C$1,475,000",4 bds5 ba- House for sale
"1390 Meadow Green Ct, Mississauga, ON L5H 4J3","C$2,749,000",4 bds6 ba- House for sale
"6855 Glen Erin Dr #7, Mississauga, ON L5N 1P6","C$635,000",3 bds2 ba- Townhouse for sale
"3267 Laburnum Cres, Mississauga, ON L5N 7M2","C$1,099,900",3 bds3 ba- House for sale
"951 Blizzard Rd, Mississauga, ON L5V 1T1","C$799,900",3 bds3 ba- Townhouse for sale
"971 Mesa Cres, Mississauga, ON L5H 3T6","C$1,300,000",4 bds3 ba- House for sale
"80 Acorn Pl #9, Mississauga, ON L4Z 4C9","C$699,008",3 bds2 ba- Condo for sale
"3215 Vanderbilt Rd, Mississauga, ON L5N 4Y7","C$1,399,000",4 bds4 ba- House for sale
"220 Forum Dr, Mississauga, ON L4Z 4K1","C$499,000",1 bd1 ba920 sqft- Condo for sale
"1085 Blueheron Blvd, Mississauga, ON L5V 2J7","C$1,199,000",4 bds4 ba- House for sale
"50 Absolute Ave #1707, Mississauga, ON L4Z 0A8","C$459,900",1 bd1 ba- Condo for sale
"3027 Tacc Dr, Mississauga, ON L5M 0A9","C$1,099,000",6 bds4 ba- House for sale
"6275 Maple Gate Cir, Mississauga, ON L5N 7A7","C$1,250,000",4 bds4 ba- House for sale
"225 Webb Dr #304, Mississauga, ON L5B 4P2","C$579,900",1 bd2 ba- Condo for sale
"4189 Uxbridge Ln, Mississauga, ON L4W 3N2","C$849,900","3 bds3 ba2,259 sqft- House for sale"
"3225 Redpath Cir, Mississauga, ON L5N 8R3","C$699,900",3 bds3 ba- Townhouse for sale
"530 Lolita Gdns #201, Mississauga, ON L5A 3T2","C$409,900",2 bds1 ba- Condo for sale
"295 Oaktree Cir, Mississauga, ON L5W 1V2","C$998,900",3 bds4 ba- House for sale
"3235 High Springs Cres, Mississauga, ON L5B 4G6","C$990,000",3 bds4 ba- House for sale
"2578 Ambercroft Trl, Mississauga, ON L5M 4K4","C$1,480,000","4 bds3 ba3,012 sqft- House for sale"
"1000 Cedarglen Gate #223, Mississauga, ON L5C 3Z5","C$499,000",2 bds2 ba- Condo for sale
"252 Chantenay Dr, Mississauga, ON L5A 1E4","C$1,488,000",5 bds5 ba- House for sale
"7293 Shallford Rd, Mississauga, ON L4T 2P8","C$799,900",3 bds3 ba- House for sale
"4802 Dovehouse Dr, Mississauga, ON L5M 7K6","C$969,900",3 bds3 ba- House for sale
"3591 Rainpark Ct, Mississauga, ON L5M 6X6","C$1,199,900",4 bds4 ba- House for sale
"3148 Cantelon Cres, Mississauga, ON L5N 3J8","C$799,900",3 bds3 ba- House for sale
"5060 Four Springs Ave #9, Mississauga, ON L5R 0E9","C$995,000",3 bds4 ba- Townhouse for sale
"2020 Aldermead Rd, Mississauga, ON L5M 3A7","C$1,417,788",4 bds4 ba- House for sale
"233 Church St, Mississauga, ON L5M 1N1","C$1,098,000","3 bds4 ba2,954 sqft- Townhouse for sale"
"1900 The Collegeway #1501, Mississauga, ON L5L 5Y8","C$1,695,000",2 bds3 ba- Condo for sale
"5055 Heatherleigh Ave #59, Mississauga, ON L5V 2R6","C$859,900",3 bds3 ba- Townhouse for sale
"3333 Snowball Rd, Mississauga, ON L5N 7M7","C$885,000",3 bds4 ba- House for sale
"2059 Shawanaga Trl, Mississauga, ON L5H 3Z3","C$2,699,900",4 bds6 ba- House for sale
"4080 Living Arts Dr #1906, Mississauga, ON L5B 4N3","C$499,000",1 bd1 ba- Condo for sale
"7395 Jaysnest Rd, Mississauga, ON L5N 8J3","C$858,000",3 bds3 ba- House for sale
"3054 Patrick Cres, Mississauga, ON L5N 3G5","C$819,900","3 bds-- ba1,300 sqft- House for sale"
"1304 Granrock Cres, Mississauga, ON L5V 0E1","C$849,000",3 bds3 ba- Townhouse for sale
"7229 Bendigo Cir, Mississauga, ON L5N 1Z4","C$719,500",3 bds2 ba- House for sale
"3950 Erin Centre Blvd #70, Mississauga, ON L5M 0A6","C$849,000",3 bds3 ba- Townhouse for sale
"2520 Eglinton Ave W #705, Mississauga, ON L5M 0Y4","C$799,000",2 bds2 ba- Condo for sale
"5621 Raleigh St, Mississauga, ON L5M 7E4","C$899,900","3 bds3 ba1,578 sqft- House for sale"
"6630 Blackheath Rdg, Mississauga, ON L5W 1Z7","C$899,900",3 bds4 ba- House for sale
"670 Eversley Dr, Mississauga, ON L5A 2C9","C$979,000","3 bds2 ba3,177 sqft- House for sale"
"6585 10th Line W, Mississauga, ON L5N 5L2","C$1,300,000",5 bds4 ba- House for sale
"162 Chalfield Ln, Mississauga, ON L4Z 1L3","C$1,050,000",4 bds4 ba- House for sale
"2431 Padstow Cres, Mississauga, ON L5J 2G2","C$849,900",3 bds2 ba- House for sale
"3076 Dover Cres, Mississauga, ON L5L 5V3","C$1,150,000","4 bds4 ba3,904 sqft- House for sale"
"5260 Mcfarren Blvd #17, Mississauga, ON L5M 7J2","C$800,000",3 bds3 ba- Townhouse for sale
"2934 Oslo Cres, Mississauga, ON L5N 1Z9","C$850,000",3 bds4 ba- House for sale
"3554 Nutcracker Dr, Mississauga, ON L5N 6G2","C$900,000",3 bds4 ba- House for sale
"579 Garden Walk, Mississauga, ON L5W 1W1","C$849,000",3 bds4 ba- House for sale
"3260 Britannia Rd W, Mississauga, ON L5M 6T3","C$999,000",6 bds4 ba- House for sale
"562 Feathergrasss Cres, Mississauga, ON L4Z 3Y5","C$1,699,000",4 bds6 ba- House for sale
"4136 Teakwood Dr, Mississauga, ON L5C 3L7","C$799,000",4 bds3 ba- House for sale
"3910 Coachman Cir, Mississauga, ON L5M 6R3","C$699,000",3 bds4 ba- Townhouse for sale
"3600 Colonial Dr #122, Mississauga, ON L5L 5P5","C$699,000",3 bds3 ba- Condo for sale
"898 Parkland Ave, Mississauga, ON L5H 3H1","C$3,280,000",5 bds5 ba- House for sale
"821 Millworks Cres, Mississauga, ON L5V 0E7","C$899,000",3 bds4 ba- Townhouse for sale
"1300 Bloor St W #2401, Mississauga, ON L4Y 3Z2","C$559,900","1 bd1 ba1,110 sqft- Condo for sale"
"3844 Lacman Trl, Mississauga, ON L5M 6X8","C$1,385,000",4 bds3 ba- House for sale
"3415 Cherrington Cres, Mississauga, ON L5L 5B8","C$998,000","5 bds4 ba2,100 sqft- House for sale"
"75 Eglinton Ave W #509, Mississauga, ON L5R 0E5","C$659,000",2 bds2 ba- Condo for sale
"3345 Burdock Pl, Mississauga, ON L5A 4B7","C$799,000",3 bds2 ba- House for sale
"2779 Gananoque Dr #86, Mississauga, ON L5N 2E4","C$599,000",3 bds2 ba- Townhouse for sale
"966 Inverhouse Dr #109, Mississauga, ON L5J 4B6","C$489,000",2 bds2 ba- Condo for sale
"5119 Preservation Cir, Mississauga, ON L5M 7T4","C$1,999,999",4 bds4 ba- House for sale
"4232 Greybrook Cres, Mississauga, ON L4W 3G7","C$1,349,000","3 bds4 ba2,457 sqft- House for sale"
"265 Enfield Pl UNIT 609, Mississauga, ON L5B 3Y7","C$525,000",2 bds2 ba990 sqft- Condo for sale
"5950 Glen Erin Dr #2, Mississauga, ON L5M 6J1","C$769,999",3 bds3 ba- Townhouse for sale
"50 Eglinton Ave W #1405, Mississauga, ON L5R 3P5","C$499,405",Studio1 ba855 sqft- Condo for sale
"2574 Oshkin Ct, Mississauga, ON L5N 3Z3","C$1,499,000",3 bds4 ba- House for sale
"7619 Wildfern Dr, Mississauga, ON L4T 3P7","C$799,900",4 bds3 ba- House for sale
"6644 Mockingbird Ln, Mississauga, ON L5N 5J9","C$1,199,900","5 bds4 ba2,130 sqft- House for sale"
"4889 Kimbermount Ave #803, Mississauga, ON L5M 7R9","C$549,000",2 bds2 ba895 sqft- Condo for sale
"189 Louis Dr, Mississauga, ON L5B 2V5","C$1,350,000",4 bds4 ba- House for sale
"35 Trailwood Dr #513, Mississauga, ON L4Z 3L6","C$475,888",2 bds2 ba- Condo for sale
"1919 Aldermead Rd, Mississauga, ON L5M 3A1","C$1,288,888",4 bds4 ba- House for sale
"3145 Queen Frederica Dr #405, Mississauga, ON L4Y 3A7","C$399,000",2 bds1 ba- Condo for sale
"1326 Northmount Ave, Mississauga, ON L5E 1Y5","C$1,638,000",4 bds4 ba- House for sale
"2170 Bromsgrove Rd #19, Mississauga, ON L5J 4J2","C$559,900",2 bds2 ba- Townhouse for sale
"5172 Thornwood Dr, Mississauga, ON L4Z 0C4","C$1,050,000","4 bds5 ba2,400 sqft- Townhouse for sale"
"6066 Fullerton Cres, Mississauga, ON L5N 3A4","C$789,900",4 bds2 ba940 sqft- House for sale
"3197 Lednier Ter, Mississauga, ON L4Y 3Z7","C$1,049,900","4 bds2 ba2,900 sqft- House for sale"
"2215 Camilla Rd, Mississauga, ON L5A 2K2","C$1,249,900",3 bds2 ba- House for sale
"1300 Bloor St #207, Mississauga, ON L4Y 3Z2","C$998,000",3 bds2 ba- Condo for sale
"349 Rathburn Rd W #1919, Mississauga, ON L5B 0K6","C$499,000",1 bd1 ba- Condo for sale
"6069 Featherhead Cres, Mississauga, ON L5N 2B5","C$769,900",4 bds2 ba- House for sale
"55 Kingsbridge Garden Cir #1606, Mississauga, ON L5R 1Y1","C$799,900",2 bds2 ba- Condo for sale
"50 Absolute Ave #204, Mississauga, ON L4Z 0A8","C$478,000",2 bds2 ba- Condo for sale
"1535 Applewood Rd, Mississauga, ON L5E 2M2","C$1,399,000",4 bds2 ba- House for sale
"3137 Bentley Dr, Mississauga, ON L5M 6V8","C$899,999",4 bds4 ba- House for sale
"6834 Yarrow Ave, Mississauga, ON L5N 6V1","C$1,398,888",5 bds4 ba- House for sale
"7529 Wildfern Dr, Mississauga, ON L4T 3P7","C$799,900",3 bds2 ba- House for sale
"1021 Cedarglen Gate #23, Mississauga, ON L5C 3A7","C$799,000",3 bds3 ba- Townhouse for sale
"5412 Bestview Way, Mississauga, ON L5M 0B8","C$1,518,000",4 bds4 ba- House for sale
"6080 Fullerton Cres, Mississauga, ON L5N 3A4","C$749,000",3 bds4 ba- House for sale
"3580 Brandon Gate Dr, Mississauga, ON L4T 3E2","C$899,900",3 bds2 ba- House for sale
"1394 Trotwood Ave, Mississauga, ON L5G 3Z6","C$1,599,800",4 bds3 ba- House for sale
"605 Shoreline Dr #13, Mississauga, ON L5B 4K3","C$449,786",1 bd1 ba- Townhouse for sale
"388 Prince Of Wales Dr #2202, Mississauga, ON L5B 0A1","C$669,000",2 bds2 ba- Condo for sale
"2155 Burnhamthorpe Rd W #1004, Mississauga, ON L5L 5P4","C$649,000",2 bds2 ba- Condo for sale
"1494 Kenmuir Ave, Mississauga, ON L5G 4B5","C$3,189,850","5 bds5 ba3,235 sqft- House for sale"
"1819 Matena Ave, Mississauga, ON L5J 1G2","C$1,285,000",4 bds3 ba- House for sale
"425 Searles Ct, Mississauga, ON L5R 2C6","C$1,599,000",4 bds4 ba- House for sale
"1 Elm Dr W #606, Mississauga, ON L5B 4M1","C$509,900",1 bd1 ba- Condo for sale
"3526 Credit Woodlands, Mississauga, ON L5C 2K6","C$999,800",3 bds2 ba- House for sale
"1693 Willow Way, Mississauga, ON L5M 3W5","C$1,199,900",4 bds3 ba- House for sale
"1328 Cawthra Rd, Mississauga, ON L5G 4K9","C$899,000",4 bds2 ba- House for sale
"3170 Kirwin Ave #1101, Mississauga, ON L5A 3R1","C$449,900","3 bds2 ba1,363 sqft- Condo for sale"
"3455 Morning Star Dr #217, Mississauga, ON L4T 3T9","C$469,900",3 bds2 ba- Condo for sale
"4090 Living Arts Dr UNIT 2511, Mississauga, ON L5B 4M8","C$575,000",2 bds2 ba- Condo for sale
"2895 Hazelton Pl #6, Mississauga, ON L5M 0S4","C$849,999",3 bds3 ba- Townhouse for sale
"1387 Indian Rd, Mississauga, ON L5H 1S5","C$4,899,900",5 bds7 ba- House for sale
"1050 Stainton Dr #307, Mississauga, ON L5C 2T7","C$499,000","3 bds2 ba1,200 sqft- Condo for sale"
"3083 Cawthra Rd UNIT 24, Mississauga, ON L5A 2X4","C$659,990",2 bds2 ba- Condo for sale
"3358 Lehigh Cres, Mississauga, ON L4T 1W8","C$994,000",5 bds3 ba- House for sale
"4431 Wakefield Cres, Mississauga, ON L5C 4N6","C$949,000",4 bds2 ba- House for sale
"2079 The College Way #28, Mississauga, ON L5L 3M1","C$725,000",5 bds3 ba- Condo for sale
"7012 Hickling Cres, Mississauga, ON L5N 5A5","C$1,149,900",3 bds4 ba- House for sale
"3639 Anniversary Rd, Mississauga, ON L5C 2G2","C$899,000",3 bds2 ba- House for sale
"4950 Albina Way #24, Mississauga, ON L4Z 4J6","C$799,999",3 bds4 ba- Townhouse for sale
"851 Stonebridge Ave, Mississauga, ON L5V 2L1","C$1,099,000",4 bds4 ba- House for sale
"7440 Goreway Dr #29, Mississauga, ON L4T 2V2","C$599,000",4 bds3 ba- Condo for sale
"23 Peter St S #25, Mississauga, ON L5H 2G3","C$2,990,000","5 bds4 ba2,540 sqft- House for sale"
"360 Square One Dr #2510, Mississauga, ON L5B 0E6","C$499,000",1 bd1 ba- Condo for sale
"3722 Densbury Dr, Mississauga, ON L5N 6Z1","C$1,499,000","5 bds4 ba3,260 sqft- House for sale"
"3321 Bobwhite Mews, Mississauga, ON L5N 6E9","C$790,000",3 bds3 ba- Townhouse for sale
"180 Mississauga Valley Blvd #36, Mississauga, ON L5A 3M2","C$780,000",5 bds3 ba- Townhouse for sale
"5474 Bestview Way, Mississauga, ON L5M 0B1","C$1,599,000",4 bds4 ba- House for sale
"2738 Council Ring Rd, Mississauga, ON L5L 1W2","C$1,099,999",3 bds2 ba- House for sale
"4404 Credit Pointe Dr, Mississauga, ON L5M 3M9","C$1,995,000",5 bds5 ba- House for sale
"810 Scollard Ct #808, Mississauga, ON L5V 0A4","C$530,000",2 bds2 ba- Condo for sale
"3100 Kirwin Ave #2808, Mississauga, ON L5A 3S6","C$555,888",3 bds2 ba- Condo for sale
"6679 Shelter Bay Rd #42, Mississauga, ON L5N 2A2","C$739,900",3 bds3 ba- Townhouse for sale
"50 Absolute Ave #706, Mississauga, ON L4Z 0A8","C$499,000",2 bds2 ba- Condo for sale
"1359 Rathburn Rd E #1612, Mississauga, ON L4W 5P7","C$499,900",2 bds2 ba- Condo for sale
"3792 Wyewood Rd, Mississauga, ON L4T 2A2","C$899,000",3 bds2 ba- House for sale
"5849 Evenstarr Ct, Mississauga, ON L5M 4V4","C$1,399,000",4 bds4 ba- House for sale
"3170 Kirwin Ave, Mississauga, ON L5A 3R1","C$449,900","3 bds2 ba1,363 sqft- Condo for sale"
"3188 Windwood Dr, Mississauga, ON L5N 2N4","C$1,125,000","4 bds3 ba1,490 sqft- House for sale"
"4070 Confederation Pkwy #1504, Mississauga, ON L5B 0E9","C$644,900",2 bds2 ba- Condo for sale
"3969 Selkirk Pl, Mississauga, ON L5L 3L5","C$1,499,000",4 bds3 ba- House for sale
"4975 Southampton Dr UNIT 352, Mississauga, ON L5M 8E5","C$590,000",2 bds2 ba- Condo for sale
"814 Calder Rd, Mississauga, ON L5J 2N5","C$2,588,000",4 bds5 ba- House for sale
"350 Webb Dr #1001, Mississauga, ON L5B 3W4","C$599,900",2 bds2 ba- Condo for sale
"3812 Laurenclaire Dr, Mississauga, ON L5N 7H1","C$889,900",3 bds3 ba- House for sale
"3170 Kirwin Ave #901, Mississauga, ON L5A 3R1","C$499,000",3 bds2 ba- Condo for sale
"1001 Cedarglen Gate #401, Mississauga, ON L5C 4R2","C$489,900",2 bds2 ba- Condo for sale
"2540 Privet Cres, Mississauga, ON L5B 2S4","C$1,329,000",5 bds4 ba- House for sale
"5958 Greensboro Dr #83, Mississauga, ON L5M 5Z9","C$749,888",3 bds3 ba- Condo for sale
"1275 Underwood Dr, Mississauga, ON L4W 3M9","C$1,329,000",3 bds4 ba- House for sale
"2929 Aquitaine Ave #713, Mississauga, ON L5N 2C7","C$399,800",2 bds2 ba- Condo for sale
"5839 Raftsman Cv, Mississauga, ON L5M 6N9","C$980,000",3 bds4 ba- House for sale
"650 Eaglemount Cres, Mississauga, ON L5C 1N9","C$1,267,777",3 bds3 ba- House for sale
"5283 Palmetto Pl, Mississauga, ON L5M 0C8","C$980,000",3 bds3 ba- Townhouse for sale
"525 Novo Star Dr #16, Mississauga, ON L5W 1X8","C$769,900",3 bds4 ba- Townhouse for sale
"1575 Lakeshore Rd W #239, Mississauga, ON L5J 0B1","C$1,090,000",2 bds3 ba- Condo for sale
"50 Elm Dr E UNIT 1009, Mississauga, ON L5A 3X2","C$559,900",2 bds1 ba- Condo for sale
"685 Montbeck Cres, Mississauga, ON L5G 1P4","C$2,389,000","4 bds5 ba4,530 sqft- House for sale"
"60 Hanson Rd #23, Mississauga, ON L5B 2P6","C$749,999",3 bds4 ba- Townhouse for sale
"1560 Lorne Wood Rd, Mississauga, ON L5H 3G3","C$3,998,888",5 bds7 ba- House for sale
"4455 Violet Rd, Mississauga, ON L5V 1K1","C$1,098,888",4 bds5 ba- House for sale
"4188 Trapper Cres, Mississauga, ON L5L 3A9","C$1,090,000",4 bds4 ba- House for sale
"325 Webb Dr #205, Mississauga, ON L5B 3Z9","C$579,900",2 bds2 ba- Condo for sale
"2188 Highriver Ct, Mississauga, ON L5H 3K4","C$1,990,000",4 bds3 ba- House for sale
"4085 Parkside Village Dr #707, Mississauga, ON L5B 0K2","C$659,000",2 bds2 ba- Condo for sale
"3888 Duke Of York Blvd #1430, Mississauga, ON L5B 4P5","C$489,000",1 bd2 ba- Condo for sale
"3700 Kaneff Cres #205, Mississauga, ON L5A 4B8","C$518,000",1 bd1 ba- Condo for sale
"1300 Mississauga Valley Blvd #408, Mississauga, ON L5A 3S8","C$589,900",3 bds2 ba- Condo for sale
"1018 Albertson Cres, Mississauga, ON L5H 3C7","C$3,798,800",4 bds5 ba- House for sale
"2480 Marisa Ct, Mississauga, ON L5K 2P3","C$1,795,000",4 bds5 ba- House for sale
"1863 Friar Tuck Ct, Mississauga, ON L5K 2L4","C$1,989,900",4 bds4 ba- House for sale
"5352 Marblewood Dr, Mississauga, ON L5V 2L9","C$989,000",4 bds4 ba- House for sale
"225 Webb Dr #1010, Mississauga, ON L5B 4P2","C$629,000",3 bds2 ba- Condo for sale
"50 Elm Dr #103, Mississauga, ON L5A 3X2","C$599,000",2 bds2 ba- Condo for sale
"4470 Tucana Ct #407, Mississauga, ON L5R 3K8","C$515,000",2 bds2 ba- Condo for sale
"7258 Frontier Rdg, Mississauga, ON L5N 7P9","C$899,900",3 bds3 ba- House for sale
"717 Ashburnham Pl, Mississauga, ON L5C 3W5","C$849,000","5 bds3 ba1,269 sqft- House for sale"
"8 Nahani Way #2403, Mississauga, ON L4Z 4K2","C$625,000",2 bds2 ba- Condo for sale
"50 Absolute Ave #3303, Mississauga, ON L4Z 0A8","C$599,900",2 bds2 ba- Condo for sale
"5035 Oscar Peterson Blvd #92, Mississauga, ON L5M 0P4","C$649,000",2 bds2 ba- Condo for sale
"930 Francine Cres, Mississauga, ON L5V 0E2","C$949,900",4 bds4 ba- House for sale
"5245 Alicante St, Mississauga, ON L5V 1S9","C$999,900",4 bds3 ba- House for sale
"2064 Waycross Cres, Mississauga, ON L5K 1H9","C$1,259,900",5 bds2 ba- House for sale
"4030 Parkside Village Dr #4, Mississauga, ON L5B 0K2","C$899,000",3 bds3 ba- Townhouse for sale
"4640 Kimbermount Ave #607, Mississauga, ON L5M 5W6","C$588,000",2 bds2 ba- Condo for sale
"2608 Pinkwell Dr, Mississauga, ON L5K 2B4","C$1,279,900",3 bds2 ba- House for sale
"4470 Tucana Ct #1504, Mississauga, ON L5R 3K8","C$499,999",2 bds2 ba- Condo for sale
"1249 Indian Rd, Mississauga, ON L5H 1S2","C$1,699,900",3 bds3 ba- House for sale
"4099 Brickstone Mews #3302, Mississauga, ON L5B 0G2","C$509,999",1 bd1 ba- Condo for sale
"3081 Grenville Dr, Mississauga, ON L5A 2P6","C$999,000",Studio-- ba- House for sale
"1865 Roy Ivor Cres, Mississauga, ON L5L 3N7","C$1,599,900","4 bds4 ba2,850 sqft- House for sale"
"1 Elm Dr E #2001, Mississauga, ON L5B 4M1","C$525,000",1 bd2 ba725 sqft- Condo for sale
"310 Burnhamthorpe Rd W #2906, Mississauga, ON L5B 4P9","C$799,900",3 bds2 ba- Condo for sale
"5140 Palomar Cres, Mississauga, ON L5R 2X1","C$1,319,800",3 bds6 ba- House for sale
"570 Lolita Gdns #217, Mississauga, ON L5A 0A1","C$519,900",1 bd1 ba- Condo for sale
"1638 Birchwood Dr, Mississauga, ON L5J 1T6","C$2,588,000","5 bds4 ba2,868 sqft- House for sale"
"3095 Cawthra Rd #303, Mississauga, ON L5A 2X4","C$589,900","3 bds1 ba1,155 sqft- Townhouse for sale"
"1638 Stonehaven Dr, Mississauga, ON L5J 1E9","C$1,688,000",-- sqft lot- Lot / Land for sale
"3605 Kariya Dr #311, Mississauga, ON L5B 3J4","C$551,000","2 bds2 ba1,133 sqft- Condo for sale"
"2440 Bromsgrove Rd #118, Mississauga, ON L5J 4J7","C$699,900",3 bds2 ba- Condo for sale
"588 Rapids Ln, Mississauga, ON L5G 0A9","C$2,298,000",3 bds5 ba- Townhouse for sale
"483 Faith Dr PENTHOUSE 7, Mississauga, ON L5R 0A1","C$579,900",2 bds2 ba- Condo for sale
"4470 Tucana Ct #207, Mississauga, ON L5R 3K8","C$559,900",2 bds2 ba- Condo for sale
"310 Burnhamthorpe Rd W #1710, Mississauga, ON L5B 4P9","C$599,900",2 bds2 ba- Condo for sale
"2899 Westbury Ct, Mississauga, ON L5M 6B2","C$879,900",3 bds2 ba- House for sale
"516 Indian Rd, Mississauga, ON L5H 1P8","C$6,699,997",5 bds6 ba- House for sale
